"","id","trial","x","y","z","zmax","kernel","scenario","horizon","round","env","chosen","overall","Horizon","tau","lambda","kError","beta"
"14",1,14,3,0,47.8459154961646,0.49,"Rough","Avg. Reward Condition",20,"1",5,4,1,"Short",0.208792822836484,NA,0.00673816045363542,0.325763490708307
"15",1,15,3,0,47.8459154961646,0.49,"Rough","Avg. Reward Condition",20,"1",5,4,1,"Short",0.208792822836484,NA,0.00673816045363542,0.325763490708307
"16",1,16,4,4,22.6938996654939,0.49,"Rough","Avg. Reward Condition",20,"1",5,49,1,"Short",0.208792822836484,NA,0.00673816045363542,0.325763490708307
"17",1,17,5,4,54.3126092330093,0.49,"Rough","Avg. Reward Condition",20,"1",5,50,1,"Short",0.208792822836484,NA,0.00673816045363542,0.325763490708307
"18",1,18,5,2,42.3575427746737,0.49,"Rough","Avg. Reward Condition",20,"1",5,28,1,"Short",0.208792822836484,NA,0.00673816045363542,0.325763490708307
"19",1,19,4,8,26.7884131149628,0.49,"Rough","Avg. Reward Condition",20,"1",5,93,1,"Short",0.208792822836484,NA,0.00673816045363542,0.325763490708307
"20",1,20,9,9,52.4834712967987,0.49,"Rough","Avg. Reward Condition",20,"1",5,109,1,"Short",0.208792822836484,NA,0.00673816045363542,0.325763490708307
"21",1,21,9,9,52.4834712967987,0.49,"Rough","Avg. Reward Condition",20,"1",5,109,1,"Short",0.208792822836484,NA,0.00673816045363542,0.325763490708307
"22",1,1,2,5,32.535407260204,0.26,"Rough","Avg. Reward Condition",40,"2",1,58,2,"Long",0.689491224304455,NA,1.08410881656969,1.22534134761343
"23",1,2,4,8,14.9807889176942,0.26,"Rough","Avg. Reward Condition",40,"2",1,93,2,"Long",0.689491224304455,NA,1.08410881656969,1.22534134761343
"24",1,3,4,8,14.9807889176942,0.32,"Rough","Avg. Reward Condition",40,"2",1,93,2,"Long",0.689491224304455,NA,1.08410881656969,1.22534134761343
"25",1,4,5,9,28.502036366953,0.47,"Rough","Avg. Reward Condition",40,"2",1,105,2,"Long",0.689491224304455,NA,1.08410881656969,1.22534134761343
"26",1,5,8,6,65.5823308537309,0.47,"Rough","Avg. Reward Condition",40,"2",1,75,2,"Long",0.689491224304455,NA,1.08410881656969,1.22534134761343
"27",1,6,8,7,45.4982579252398,0.47,"Rough","Avg. Reward Condition",40,"2",1,86,2,"Long",0.689491224304455,NA,1.08410881656969,1.22534134761343
"28",1,7,8,7,45.4982579252398,0.47,"Rough","Avg. Reward Condition",40,"2",1,86,2,"Long",0.689491224304455,NA,1.08410881656969,1.22534134761343
"29",1,8,8,7,45.4982579252398,0.47,"Rough","Avg. Reward Condition",40,"2",1,86,2,"Long",0.689491224304455,NA,1.08410881656969,1.22534134761343
"30",1,9,9,8,62.5304329189769,0.47,"Rough","Avg. Reward Condition",40,"2",1,98,2,"Long",0.689491224304455,NA,1.08410881656969,1.22534134761343
"31",1,10,9,9,58.8980343444626,0.47,"Rough","Avg. Reward Condition",40,"2",1,109,2,"Long",0.689491224304455,NA,1.08410881656969,1.22534134761343
"32",1,11,10,9,47.3705703671906,0.47,"Rough","Avg. Reward Condition",40,"2",1,110,2,"Long",0.689491224304455,NA,1.08410881656969,1.22534134761343
"33",1,12,3,6,45.5063234647187,0.47,"Rough","Avg. Reward Condition",40,"2",1,70,2,"Long",0.689491224304455,NA,1.08410881656969,1.22534134761343
"34",1,13,6,6,78.697918940418,0.47,"Rough","Avg. Reward Condition",40,"2",1,73,2,"Long",0.689491224304455,NA,1.08410881656969,1.22534134761343
"35",1,14,6,6,78.697918940418,0.47,"Rough","Avg. Reward Condition",40,"2",1,73,2,"Long",0.689491224304455,NA,1.08410881656969,1.22534134761343
"36",1,15,5,6,69.9155090037251,0.47,"Rough","Avg. Reward Condition",40,"2",1,72,2,"Long",0.689491224304455,NA,1.08410881656969,1.22534134761343
"37",1,16,5,5,89.574494748802,0.47,"Rough","Avg. Reward Condition",40,"2",1,61,2,"Long",0.689491224304455,NA,1.08410881656969,1.22534134761343
"38",1,17,3,3,25.8331935832357,0.47,"Rough","Avg. Reward Condition",40,"2",1,37,2,"Long",0.689491224304455,NA,1.08410881656969,1.22534134761343
"39",1,18,1,2,0,0.47,"Rough","Avg. Reward Condition",40,"2",1,24,2,"Long",0.689491224304455,NA,1.08410881656969,1.22534134761343
"40",1,19,4,9,18.5152666705333,0.47,"Rough","Avg. Reward Condition",40,"2",1,104,2,"Long",0.689491224304455,NA,1.08410881656969,1.22534134761343
"41",1,20,4,3,31.9757973887754,0.47,"Rough","Avg. Reward Condition",40,"2",1,38,2,"Long",0.689491224304455,NA,1.08410881656969,1.22534134761343
"42",1,21,4,2,19.1724836106021,0.47,"Rough","Avg. Reward Condition",40,"2",1,27,2,"Long",0.689491224304455,NA,1.08410881656969,1.22534134761343
"43",1,22,3,2,40.3832671386769,0.47,"Rough","Avg. Reward Condition",40,"2",1,26,2,"Long",0.689491224304455,NA,1.08410881656969,1.22534134761343
"44",1,23,10,10,43.1852507215821,0.47,"Rough","Avg. Reward Condition",40,"2",1,121,2,"Long",0.689491224304455,NA,1.08410881656969,1.22534134761343
"45",1,24,10,6,66.4033612703387,0.47,"Rough","Avg. Reward Condition",40,"2",1,77,2,"Long",0.689491224304455,NA,1.08410881656969,1.22534134761343
"46",1,25,10,7,54.8683474490232,0.47,"Rough","Avg. Reward Condition",40,"2",1,88,2,"Long",0.689491224304455,NA,1.08410881656969,1.22534134761343
"47",1,26,4,2,19.1724836106021,0.47,"Rough","Avg. Reward Condition",40,"2",1,27,2,"Long",0.689491224304455,NA,1.08410881656969,1.22534134761343
"48",1,27,6,7,56.6570427677056,0.47,"Rough","Avg. Reward Condition",40,"2",1,84,2,"Long",0.689491224304455,NA,1.08410881656969,1.22534134761343
"49",1,28,3,3,25.8331935832357,0.47,"Rough","Avg. Reward Condition",40,"2",1,37,2,"Long",0.689491224304455,NA,1.08410881656969,1.22534134761343
"50",1,29,3,4,30.2906672613023,0.47,"Rough","Avg. Reward Condition",40,"2",1,48,2,"Long",0.689491224304455,NA,1.08410881656969,1.22534134761343
"51",1,30,3,4,30.2906672613023,0.47,"Rough","Avg. Reward Condition",40,"2",1,48,2,"Long",0.689491224304455,NA,1.08410881656969,1.22534134761343
"52",1,31,3,1,33.2382175382002,0.47,"Rough","Avg. Reward Condition",40,"2",1,15,2,"Long",0.689491224304455,NA,1.08410881656969,1.22534134761343
"53",1,32,2,9,72.3557087257552,0.47,"Rough","Avg. Reward Condition",40,"2",1,102,2,"Long",0.689491224304455,NA,1.08410881656969,1.22534134761343
"54",1,33,0,6,34.4954147677116,0.47,"Rough","Avg. Reward Condition",40,"2",1,67,2,"Long",0.689491224304455,NA,1.08410881656969,1.22534134761343
"55",1,34,0,5,38.1968021459426,0.47,"Rough","Avg. Reward Condition",40,"2",1,56,2,"Long",0.689491224304455,NA,1.08410881656969,1.22534134761343
"56",1,35,1,7,64.2118511787295,0.47,"Rough","Avg. Reward Condition",40,"2",1,79,2,"Long",0.689491224304455,NA,1.08410881656969,1.22534134761343
"57",1,36,1,1,29.8781350301425,0.47,"Rough","Avg. Reward Condition",40,"2",1,13,2,"Long",0.689491224304455,NA,1.08410881656969,1.22534134761343
"58",1,37,0,1,23.2578204525749,0.47,"Rough","Avg. Reward Condition",40,"2",1,12,2,"Long",0.689491224304455,NA,1.08410881656969,1.22534134761343
"59",1,38,7,0,69.1960987845747,0.47,"Rough","Avg. Reward Condition",40,"2",1,8,2,"Long",0.689491224304455,NA,1.08410881656969,1.22534134761343
"60",1,39,6,1,70.4800541800228,0.47,"Rough","Avg. Reward Condition",40,"2",1,18,2,"Long",0.689491224304455,NA,1.08410881656969,1.22534134761343
"61",1,40,7,10,39.1305006812837,0.47,"Rough","Avg. Reward Condition",40,"2",1,118,2,"Long",0.689491224304455,NA,1.08410881656969,1.22534134761343
"62",1,41,7,10,39.1305006812837,0.47,"Rough","Avg. Reward Condition",40,"2",1,118,2,"Long",0.689491224304455,NA,1.08410881656969,1.22534134761343
"63",1,1,5,10,51.4501450041282,-0.03,"Rough","Avg. Reward Condition",20,"3",9,116,3,"Short",0.235596700064173,NA,0.00673858831399301,0.324854693690032
"64",1,2,7,9,69.1316756663671,-0.03,"Rough","Avg. Reward Condition",20,"3",9,107,3,"Short",0.235596700064173,NA,0.00673858831399301,0.324854693690032
"65",1,3,6,5,36.7517013773069,-0.03,"Rough","Avg. Reward Condition",20,"3",9,62,3,"Short",0.235596700064173,NA,0.00673858831399301,0.324854693690032
"66",1,4,6,6,30.335879587278,0.07,"Rough","Avg. Reward Condition",20,"3",9,73,3,"Short",0.235596700064173,NA,0.00673858831399301,0.324854693690032
"67",1,5,5,6,33.1152517472353,0.09,"Rough","Avg. Reward Condition",20,"3",9,72,3,"Short",0.235596700064173,NA,0.00673858831399301,0.324854693690032
"68",1,6,10,6,41.1599115765723,0.09,"Rough","Avg. Reward Condition",20,"3",9,77,3,"Short",0.235596700064173,NA,0.00673858831399301,0.324854693690032
"69",1,7,2,2,29.9562633330357,0.09,"Rough","Avg. Reward Condition",20,"3",9,25,3,"Short",0.235596700064173,NA,0.00673858831399301,0.324854693690032
"70",1,8,5,2,51.6174788041229,0.14,"Rough","Avg. Reward Condition",20,"3",9,28,3,"Short",0.235596700064173,NA,0.00673858831399301,0.324854693690032
"71",1,9,7,2,45.3020225853978,0.5,"Rough","Avg. Reward Condition",20,"3",9,30,3,"Short",0.235596700064173,NA,0.00673858831399301,0.324854693690032
"72",1,10,5,4,31.7569987981429,0.5,"Rough","Avg. Reward Condition",20,"3",9,50,3,"Short",0.235596700064173,NA,0.00673858831399301,0.324854693690032
"73",1,11,10,0,73.1299582594774,0.5,"Rough","Avg. Reward Condition",20,"3",9,11,3,"Short",0.235596700064173,NA,0.00673858831399301,0.324854693690032
"74",1,12,7,1,45.4129619985676,0.5,"Rough","Avg. Reward Condition",20,"3",9,19,3,"Short",0.235596700064173,NA,0.00673858831399301,0.324854693690032
"75",1,13,8,0,41.6535963587684,0.5,"Rough","Avg. Reward Condition",20,"3",9,9,3,"Short",0.235596700064173,NA,0.00673858831399301,0.324854693690032
"76",1,14,8,0,41.6535963587684,0.5,"Rough","Avg. Reward Condition",20,"3",9,9,3,"Short",0.235596700064173,NA,0.00673858831399301,0.324854693690032
"77",1,15,10,10,20.1449124623771,0.5,"Rough","Avg. Reward Condition",20,"3",9,121,3,"Short",0.235596700064173,NA,0.00673858831399301,0.324854693690032
"78",1,16,10,0,73.1299582594774,0.5,"Rough","Avg. Reward Condition",20,"3",9,11,3,"Short",0.235596700064173,NA,0.00673858831399301,0.324854693690032
"79",1,17,0,7,63.762860531431,0.5,"Rough","Avg. Reward Condition",20,"3",9,78,3,"Short",0.235596700064173,NA,0.00673858831399301,0.324854693690032
"80",1,18,0,6,96.5524227911389,0.5,"Rough","Avg. Reward Condition",20,"3",9,67,3,"Short",0.235596700064173,NA,0.00673858831399301,0.324854693690032
"81",1,19,3,4,44.2234113272728,0.5,"Rough","Avg. Reward Condition",20,"3",9,48,3,"Short",0.235596700064173,NA,0.00673858831399301,0.324854693690032
"82",1,20,6,5,36.7517013773069,0.5,"Rough","Avg. Reward Condition",20,"3",9,62,3,"Short",0.235596700064173,NA,0.00673858831399301,0.324854693690032
"83",1,21,5,3,31.7363408535339,0.5,"Rough","Avg. Reward Condition",20,"3",9,39,3,"Short",0.235596700064173,NA,0.00673858831399301,0.324854693690032
"84",1,1,3,6,39.1502894638098,-0.31,"Rough","Avg. Reward Condition",40,"4",4,70,4,"Long",24.637675408897,NA,0.91693000310507,45.474741508935
"85",1,2,9,5,68.6489850017742,-0.26,"Rough","Avg. Reward Condition",40,"4",4,65,4,"Long",24.637675408897,NA,0.91693000310507,45.474741508935
"86",1,3,1,10,30.8155263252467,-0.26,"Rough","Avg. Reward Condition",40,"4",4,112,4,"Long",24.637675408897,NA,0.91693000310507,45.474741508935
"87",1,4,0,8,24.5864269279588,0.07,"Rough","Avg. Reward Condition",40,"4",4,89,4,"Long",24.637675408897,NA,0.91693000310507,45.474741508935
"88",1,5,0,8,24.5864269279588,0.07,"Rough","Avg. Reward Condition",40,"4",4,89,4,"Long",24.637675408897,NA,0.91693000310507,45.474741508935
"89",1,6,1,8,27.6316672751783,0.07,"Rough","Avg. Reward Condition",40,"4",4,90,4,"Long",24.637675408897,NA,0.91693000310507,45.474741508935
"90",1,7,4,9,45.2552162388682,0.14,"Rough","Avg. Reward Condition",40,"4",4,104,4,"Long",24.637675408897,NA,0.91693000310507,45.474741508935
"91",1,8,6,8,40.2396617091543,0.14,"Rough","Avg. Reward Condition",40,"4",4,95,4,"Long",24.637675408897,NA,0.91693000310507,45.474741508935
"92",1,9,4,7,64.0825409576954,0.14,"Rough","Avg. Reward Condition",40,"4",4,82,4,"Long",24.637675408897,NA,0.91693000310507,45.474741508935
"93",1,10,9,5,68.6489850017742,0.14,"Rough","Avg. Reward Condition",40,"4",4,65,4,"Long",24.637675408897,NA,0.91693000310507,45.474741508935
"94",1,11,3,8,66.9283199969529,0.14,"Rough","Avg. Reward Condition",40,"4",4,92,4,"Long",24.637675408897,NA,0.91693000310507,45.474741508935
"95",1,12,3,8,66.9283199969529,0.14,"Rough","Avg. Reward Condition",40,"4",4,92,4,"Long",24.637675408897,NA,0.91693000310507,45.474741508935
"96",1,13,4,9,45.2552162388682,0.14,"Rough","Avg. Reward Condition",40,"4",4,104,4,"Long",24.637675408897,NA,0.91693000310507,45.474741508935
"97",1,14,4,9,45.2552162388682,0.14,"Rough","Avg. Reward Condition",40,"4",4,104,4,"Long",24.637675408897,NA,0.91693000310507,45.474741508935
"98",1,15,5,9,23.8348743374816,0.16,"Rough","Avg. Reward Condition",40,"4",4,105,4,"Long",24.637675408897,NA,0.91693000310507,45.474741508935
"99",1,16,4,9,45.2552162388682,0.16,"Rough","Avg. Reward Condition",40,"4",4,104,4,"Long",24.637675408897,NA,0.91693000310507,45.474741508935
"100",1,17,4,9,45.2552162388682,0.16,"Rough","Avg. Reward Condition",40,"4",4,104,4,"Long",24.637675408897,NA,0.91693000310507,45.474741508935
"101",1,18,4,7,64.0825409576954,0.16,"Rough","Avg. Reward Condition",40,"4",4,82,4,"Long",24.637675408897,NA,0.91693000310507,45.474741508935
"102",1,19,5,7,68.7904053516684,0.16,"Rough","Avg. Reward Condition",40,"4",4,83,4,"Long",24.637675408897,NA,0.91693000310507,45.474741508935
"103",1,20,5,8,42.4332277403281,0.16,"Rough","Avg. Reward Condition",40,"4",4,94,4,"Long",24.637675408897,NA,0.91693000310507,45.474741508935
"104",1,21,6,10,48.7082287749255,0.16,"Rough","Avg. Reward Condition",40,"4",4,117,4,"Long",24.637675408897,NA,0.91693000310507,45.474741508935
"105",1,22,3,9,71.5447698498277,0.16,"Rough","Avg. Reward Condition",40,"4",4,103,4,"Long",24.637675408897,NA,0.91693000310507,45.474741508935
"106",1,23,2,9,75.1501969131058,0.16,"Rough","Avg. Reward Condition",40,"4",4,102,4,"Long",24.637675408897,NA,0.91693000310507,45.474741508935
"107",1,24,5,5,32.848866860403,0.16,"Rough","Avg. Reward Condition",40,"4",4,61,4,"Long",24.637675408897,NA,0.91693000310507,45.474741508935
"108",1,25,3,0,32.6932648884738,0.16,"Rough","Avg. Reward Condition",40,"4",4,4,4,"Long",24.637675408897,NA,0.91693000310507,45.474741508935
"109",1,26,4,0,27.757926963594,0.16,"Rough","Avg. Reward Condition",40,"4",4,5,4,"Long",24.637675408897,NA,0.91693000310507,45.474741508935
"110",1,27,5,0,37.1740995963249,0.16,"Rough","Avg. Reward Condition",40,"4",4,6,4,"Long",24.637675408897,NA,0.91693000310507,45.474741508935
"111",1,28,4,0,27.757926963594,0.16,"Rough","Avg. Reward Condition",40,"4",4,5,4,"Long",24.637675408897,NA,0.91693000310507,45.474741508935
"112",1,29,4,0,27.757926963594,0.29,"Rough","Avg. Reward Condition",40,"4",4,5,4,"Long",24.637675408897,NA,0.91693000310507,45.474741508935
"113",1,30,5,0,37.1740995963249,0.29,"Rough","Avg. Reward Condition",40,"4",4,6,4,"Long",24.637675408897,NA,0.91693000310507,45.474741508935
"114",1,31,5,0,37.1740995963249,0.29,"Rough","Avg. Reward Condition",40,"4",4,6,4,"Long",24.637675408897,NA,0.91693000310507,45.474741508935
"115",1,32,2,5,52.9476469260849,0.29,"Rough","Avg. Reward Condition",40,"4",4,58,4,"Long",24.637675408897,NA,0.91693000310507,45.474741508935
"116",1,33,0,10,18.0477374151467,0.29,"Rough","Avg. Reward Condition",40,"4",4,111,4,"Long",24.637675408897,NA,0.91693000310507,45.474741508935
"117",1,34,1,10,30.8155263252467,0.29,"Rough","Avg. Reward Condition",40,"4",4,112,4,"Long",24.637675408897,NA,0.91693000310507,45.474741508935
"118",1,35,0,2,64.4409661109689,0.29,"Rough","Avg. Reward Condition",40,"4",4,23,4,"Long",24.637675408897,NA,0.91693000310507,45.474741508935
"119",1,36,0,3,33.2695809306562,0.29,"Rough","Avg. Reward Condition",40,"4",4,34,4,"Long",24.637675408897,NA,0.91693000310507,45.474741508935
"120",1,37,0,3,33.2695809306562,0.29,"Rough","Avg. Reward Condition",40,"4",4,34,4,"Long",24.637675408897,NA,0.91693000310507,45.474741508935
"121",1,38,0,2,64.4409661109689,0.29,"Rough","Avg. Reward Condition",40,"4",4,23,4,"Long",24.637675408897,NA,0.91693000310507,45.474741508935
"122",1,39,0,2,64.4409661109689,0.29,"Rough","Avg. Reward Condition",40,"4",4,23,4,"Long",24.637675408897,NA,0.91693000310507,45.474741508935
"123",1,40,1,2,73.4445687616828,0.29,"Rough","Avg. Reward Condition",40,"4",4,24,4,"Long",24.637675408897,NA,0.91693000310507,45.474741508935
"124",1,41,9,9,55.0944127232389,0.29,"Rough","Avg. Reward Condition",40,"4",4,109,4,"Long",24.637675408897,NA,0.91693000310507,45.474741508935
"125",1,1,8,8,38.0062708258148,0.11,"Rough","Avg. Reward Condition",20,"5",11,97,5,"Short",25.9159602316605,NA,0.00674237158694678,44.7359893862092
"126",1,2,6,7,34.4381373712981,0.17,"Rough","Avg. Reward Condition",20,"5",11,84,5,"Short",25.9159602316605,NA,0.00674237158694678,44.7359893862092
"127",1,3,6,8,28.6530615090915,0.17,"Rough","Avg. Reward Condition",20,"5",11,95,5,"Short",25.9159602316605,NA,0.00674237158694678,44.7359893862092
"128",1,4,5,9,67.3684283417963,0.17,"Rough","Avg. Reward Condition",20,"5",11,105,5,"Short",25.9159602316605,NA,0.00674237158694678,44.7359893862092
"129",1,5,1,6,53.3162074134113,0.17,"Rough","Avg. Reward Condition",20,"5",11,68,5,"Short",25.9159602316605,NA,0.00674237158694678,44.7359893862092
"130",1,6,1,9,30.7743395295189,0.17,"Rough","Avg. Reward Condition",20,"5",11,101,5,"Short",25.9159602316605,NA,0.00674237158694678,44.7359893862092
"131",1,7,0,9,39.2599045989107,0.17,"Rough","Avg. Reward Condition",20,"5",11,100,5,"Short",25.9159602316605,NA,0.00674237158694678,44.7359893862092
"132",1,8,6,10,64.4156192445451,0.17,"Rough","Avg. Reward Condition",20,"5",11,117,5,"Short",25.9159602316605,NA,0.00674237158694678,44.7359893862092
"133",1,9,7,10,44.763338085442,0.17,"Rough","Avg. Reward Condition",20,"5",11,118,5,"Short",25.9159602316605,NA,0.00674237158694678,44.7359893862092
"134",1,10,7,7,41.1147763409862,0.17,"Rough","Avg. Reward Condition",20,"5",11,85,5,"Short",25.9159602316605,NA,0.00674237158694678,44.7359893862092
"135",1,11,4,10,100,0.17,"Rough","Avg. Reward Condition",20,"5",11,115,5,"Short",25.9159602316605,NA,0.00674237158694678,44.7359893862092
"136",1,12,8,2,27.9169058810438,0.18,"Rough","Avg. Reward Condition",20,"5",11,31,5,"Short",25.9159602316605,NA,0.00674237158694678,44.7359893862092
"137",1,13,7,1,43.7686366704455,0.18,"Rough","Avg. Reward Condition",20,"5",11,19,5,"Short",25.9159602316605,NA,0.00674237158694678,44.7359893862092
"138",1,14,6,0,24.4563131020633,0.18,"Rough","Avg. Reward Condition",20,"5",11,7,5,"Short",25.9159602316605,NA,0.00674237158694678,44.7359893862092
"139",1,15,7,0,40.544681620344,0.37,"Rough","Avg. Reward Condition",20,"5",11,8,5,"Short",25.9159602316605,NA,0.00674237158694678,44.7359893862092
"140",1,16,6,1,16.1803589451831,0.38,"Rough","Avg. Reward Condition",20,"5",11,18,5,"Short",25.9159602316605,NA,0.00674237158694678,44.7359893862092
"141",1,17,10,1,6.63857271825725,0.5,"Rough","Avg. Reward Condition",20,"5",11,22,5,"Short",25.9159602316605,NA,0.00674237158694678,44.7359893862092
"142",1,18,10,0,23.8973959656056,0.5,"Rough","Avg. Reward Condition",20,"5",11,11,5,"Short",25.9159602316605,NA,0.00674237158694678,44.7359893862092
"143",1,19,10,1,6.63857271825725,0.5,"Rough","Avg. Reward Condition",20,"5",11,22,5,"Short",25.9159602316605,NA,0.00674237158694678,44.7359893862092
"144",1,20,8,1,46.3164104609932,0.5,"Rough","Avg. Reward Condition",20,"5",11,20,5,"Short",25.9159602316605,NA,0.00674237158694678,44.7359893862092
"145",1,21,3,0,21.646783304151,0.5,"Rough","Avg. Reward Condition",20,"5",11,4,5,"Short",25.9159602316605,NA,0.00674237158694678,44.7359893862092
"146",1,1,8,1,31.0005774332624,0.24,"Rough","Avg. Reward Condition",40,"6",19,20,6,"Long",17.0892347817217,NA,0.00673881576907309,32.671075784491
"147",1,2,8,0,54.8770550942249,0.24,"Rough","Avg. Reward Condition",40,"6",19,9,6,"Long",17.0892347817217,NA,0.00673881576907309,32.671075784491
"148",1,3,8,0,54.8770550942249,0.24,"Rough","Avg. Reward Condition",40,"6",19,9,6,"Long",17.0892347817217,NA,0.00673881576907309,32.671075784491
"149",1,4,8,0,54.8770550942249,0.29,"Rough","Avg. Reward Condition",40,"6",19,9,6,"Long",17.0892347817217,NA,0.00673881576907309,32.671075784491
"150",1,5,9,1,60.8910168599768,0.29,"Rough","Avg. Reward Condition",40,"6",19,21,6,"Long",17.0892347817217,NA,0.00673881576907309,32.671075784491
"151",1,6,10,1,72.8353068382427,0.29,"Rough","Avg. Reward Condition",40,"6",19,22,6,"Long",17.0892347817217,NA,0.00673881576907309,32.671075784491
"152",1,7,10,0,58.0700494610344,0.29,"Rough","Avg. Reward Condition",40,"6",19,11,6,"Long",17.0892347817217,NA,0.00673881576907309,32.671075784491
"153",1,8,9,0,57.2100931574182,0.29,"Rough","Avg. Reward Condition",40,"6",19,10,6,"Long",17.0892347817217,NA,0.00673881576907309,32.671075784491
"154",1,9,8,7,93.2880256740387,0.29,"Rough","Avg. Reward Condition",40,"6",19,86,6,"Long",17.0892347817217,NA,0.00673881576907309,32.671075784491
"155",1,10,7,7,78.4257216995386,0.29,"Rough","Avg. Reward Condition",40,"6",19,85,6,"Long",17.0892347817217,NA,0.00673881576907309,32.671075784491
"156",1,11,7,7,78.4257216995386,0.29,"Rough","Avg. Reward Condition",40,"6",19,85,6,"Long",17.0892347817217,NA,0.00673881576907309,32.671075784491
"157",1,12,6,7,40.7675652395294,0.29,"Rough","Avg. Reward Condition",40,"6",19,84,6,"Long",17.0892347817217,NA,0.00673881576907309,32.671075784491
"158",1,13,6,7,40.7675652395294,0.29,"Rough","Avg. Reward Condition",40,"6",19,84,6,"Long",17.0892347817217,NA,0.00673881576907309,32.671075784491
"159",1,14,6,7,40.7675652395294,0.29,"Rough","Avg. Reward Condition",40,"6",19,84,6,"Long",17.0892347817217,NA,0.00673881576907309,32.671075784491
"160",1,15,6,7,40.7675652395294,0.29,"Rough","Avg. Reward Condition",40,"6",19,84,6,"Long",17.0892347817217,NA,0.00673881576907309,32.671075784491
"161",1,16,6,6,73.1570356560972,0.29,"Rough","Avg. Reward Condition",40,"6",19,73,6,"Long",17.0892347817217,NA,0.00673881576907309,32.671075784491
"162",1,17,8,1,31.0005774332624,0.29,"Rough","Avg. Reward Condition",40,"6",19,20,6,"Long",17.0892347817217,NA,0.00673881576907309,32.671075784491
"163",1,18,8,2,57.747723924339,0.29,"Rough","Avg. Reward Condition",40,"6",19,31,6,"Long",17.0892347817217,NA,0.00673881576907309,32.671075784491
"164",1,19,9,1,60.8910168599768,0.29,"Rough","Avg. Reward Condition",40,"6",19,21,6,"Long",17.0892347817217,NA,0.00673881576907309,32.671075784491
"165",1,20,9,2,72.7930930430247,0.29,"Rough","Avg. Reward Condition",40,"6",19,32,6,"Long",17.0892347817217,NA,0.00673881576907309,32.671075784491
"166",1,21,9,2,72.7930930430247,0.29,"Rough","Avg. Reward Condition",40,"6",19,32,6,"Long",17.0892347817217,NA,0.00673881576907309,32.671075784491
"167",1,22,7,6,100,0.29,"Rough","Avg. Reward Condition",40,"6",19,74,6,"Long",17.0892347817217,NA,0.00673881576907309,32.671075784491
"168",1,23,0,7,33.3808770491381,0.29,"Rough","Avg. Reward Condition",40,"6",19,78,6,"Long",17.0892347817217,NA,0.00673881576907309,32.671075784491
"169",1,24,0,7,33.3808770491381,0.29,"Rough","Avg. Reward Condition",40,"6",19,78,6,"Long",17.0892347817217,NA,0.00673881576907309,32.671075784491
"170",1,25,0,6,11.8398753929307,0.29,"Rough","Avg. Reward Condition",40,"6",19,67,6,"Long",17.0892347817217,NA,0.00673881576907309,32.671075784491
"171",1,26,5,2,33.1124573467648,0.44,"Rough","Avg. Reward Condition",40,"6",19,28,6,"Long",17.0892347817217,NA,0.00673881576907309,32.671075784491
"172",1,27,5,2,33.1124573467648,0.44,"Rough","Avg. Reward Condition",40,"6",19,28,6,"Long",17.0892347817217,NA,0.00673881576907309,32.671075784491
