"","id","trial","x","y","z","zmax","kernel","scenario","horizon","round","env","chosen","overall","Horizon","tau","lambda","beta"
"33",1,12,4,4,58.9084220518728,0.47,"Rough","Avg. Reward Condition",40,"2",1,49,2,"Long",0.105333161041498,0.724187194805518,0.45969337338402
"34",1,13,5,4,93.0511729954542,0.47,"Rough","Avg. Reward Condition",40,"2",1,50,2,"Long",0.105333161041498,0.724187194805518,0.45969337338402
"35",1,14,5,3,69.3021428353684,0.47,"Rough","Avg. Reward Condition",40,"2",1,39,2,"Long",0.105333161041498,0.724187194805518,0.45969337338402
"36",1,15,7,2,87.3844592186431,0.47,"Rough","Avg. Reward Condition",40,"2",1,30,2,"Long",0.105333161041498,0.724187194805518,0.45969337338402
"37",1,16,7,1,78.9605492405504,0.47,"Rough","Avg. Reward Condition",40,"2",1,19,2,"Long",0.105333161041498,0.724187194805518,0.45969337338402
"38",1,17,5,0,64.2045633155116,0.47,"Rough","Avg. Reward Condition",40,"2",1,6,2,"Long",0.105333161041498,0.724187194805518,0.45969337338402
"39",1,18,9,3,60.9343747722388,0.47,"Rough","Avg. Reward Condition",40,"2",1,43,2,"Long",0.105333161041498,0.724187194805518,0.45969337338402
"40",1,19,9,4,46.9020472211933,0.47,"Rough","Avg. Reward Condition",40,"2",1,54,2,"Long",0.105333161041498,0.724187194805518,0.45969337338402
"41",1,20,8,4,50.5233477520952,0.47,"Rough","Avg. Reward Condition",40,"2",1,53,2,"Long",0.105333161041498,0.724187194805518,0.45969337338402
"42",1,21,7,3,90.8008789663477,0.47,"Rough","Avg. Reward Condition",40,"2",1,41,2,"Long",0.105333161041498,0.724187194805518,0.45969337338402
"43",1,22,6,2,72.3100865487056,0.47,"Rough","Avg. Reward Condition",40,"2",1,29,2,"Long",0.105333161041498,0.724187194805518,0.45969337338402
"44",1,23,6,1,70.4800541800228,0.47,"Rough","Avg. Reward Condition",40,"2",1,18,2,"Long",0.105333161041498,0.724187194805518,0.45969337338402
"45",1,24,6,0,87.9392304939487,0.47,"Rough","Avg. Reward Condition",40,"2",1,7,2,"Long",0.105333161041498,0.724187194805518,0.45969337338402
"46",1,25,7,1,78.9605492405504,0.47,"Rough","Avg. Reward Condition",40,"2",1,19,2,"Long",0.105333161041498,0.724187194805518,0.45969337338402
"47",1,26,7,2,87.3844592186431,0.47,"Rough","Avg. Reward Condition",40,"2",1,30,2,"Long",0.105333161041498,0.724187194805518,0.45969337338402
"48",1,27,8,3,73.1545333653025,0.47,"Rough","Avg. Reward Condition",40,"2",1,42,2,"Long",0.105333161041498,0.724187194805518,0.45969337338402
"49",1,28,6,3,82.7136870116885,0.47,"Rough","Avg. Reward Condition",40,"2",1,40,2,"Long",0.105333161041498,0.724187194805518,0.45969337338402
"50",1,29,2,8,51.3910364348226,0.47,"Rough","Avg. Reward Condition",40,"2",1,91,2,"Long",0.105333161041498,0.724187194805518,0.45969337338402
"51",1,30,2,9,72.3557087257552,0.47,"Rough","Avg. Reward Condition",40,"2",1,102,2,"Long",0.105333161041498,0.724187194805518,0.45969337338402
"52",1,31,1,9,100,0.47,"Rough","Avg. Reward Condition",40,"2",1,101,2,"Long",0.105333161041498,0.724187194805518,0.45969337338402
"53",1,32,1,10,77.0882484878786,0.47,"Rough","Avg. Reward Condition",40,"2",1,112,2,"Long",0.105333161041498,0.724187194805518,0.45969337338402
"54",1,33,1,9,100,0.47,"Rough","Avg. Reward Condition",40,"2",1,101,2,"Long",0.105333161041498,0.724187194805518,0.45969337338402
"55",1,34,4,7,41.0206081591078,0.47,"Rough","Avg. Reward Condition",40,"2",1,82,2,"Long",0.105333161041498,0.724187194805518,0.45969337338402
"56",1,35,5,7,56.1045851311328,0.47,"Rough","Avg. Reward Condition",40,"2",1,83,2,"Long",0.105333161041498,0.724187194805518,0.45969337338402
"57",1,36,1,2,0,0.47,"Rough","Avg. Reward Condition",40,"2",1,24,2,"Long",0.105333161041498,0.724187194805518,0.45969337338402
"58",1,37,4,7,41.0206081591078,0.47,"Rough","Avg. Reward Condition",40,"2",1,82,2,"Long",0.105333161041498,0.724187194805518,0.45969337338402
"59",1,38,4,9,18.5152666705333,0.47,"Rough","Avg. Reward Condition",40,"2",1,104,2,"Long",0.105333161041498,0.724187194805518,0.45969337338402
"60",1,39,3,0,22.5301208321615,0.47,"Rough","Avg. Reward Condition",40,"2",1,4,2,"Long",0.105333161041498,0.724187194805518,0.45969337338402
"61",1,40,4,1,21.3952704288319,0.47,"Rough","Avg. Reward Condition",40,"2",1,16,2,"Long",0.105333161041498,0.724187194805518,0.45969337338402
"62",1,41,5,2,71.346109333768,0.47,"Rough","Avg. Reward Condition",40,"2",1,28,2,"Long",0.105333161041498,0.724187194805518,0.45969337338402
"63",1,1,2,0,46.5810288004854,-0.03,"Rough","Avg. Reward Condition",20,"3",9,3,3,"Short",0.116126488271779,2.65941734006568,0.853598863660567
"64",1,2,8,4,25.3679855103689,-0.03,"Rough","Avg. Reward Condition",20,"3",9,53,3,"Short",0.116126488271779,2.65941734006568,0.853598863660567
"65",1,3,3,2,59.8826476253747,-0.03,"Rough","Avg. Reward Condition",20,"3",9,26,3,"Short",0.116126488271779,2.65941734006568,0.853598863660567
"66",1,4,9,1,31.5526478854245,0.07,"Rough","Avg. Reward Condition",20,"3",9,21,3,"Short",0.116126488271779,2.65941734006568,0.853598863660567
"67",1,5,2,6,36.7603971386675,0.09,"Rough","Avg. Reward Condition",20,"3",9,69,3,"Short",0.116126488271779,2.65941734006568,0.853598863660567
"68",1,6,7,9,69.1316756663671,0.09,"Rough","Avg. Reward Condition",20,"3",9,107,3,"Short",0.116126488271779,2.65941734006568,0.853598863660567
"69",1,7,9,5,32.4681463140711,0.09,"Rough","Avg. Reward Condition",20,"3",9,65,3,"Short",0.116126488271779,2.65941734006568,0.853598863660567
"70",1,8,7,8,48.5069548575254,0.14,"Rough","Avg. Reward Condition",20,"3",9,96,3,"Short",0.116126488271779,2.65941734006568,0.853598863660567
"71",1,9,9,8,100,0.5,"Rough","Avg. Reward Condition",20,"3",9,98,3,"Short",0.116126488271779,2.65941734006568,0.853598863660567
"72",1,10,10,8,84.8321481843009,0.5,"Rough","Avg. Reward Condition",20,"3",9,99,3,"Short",0.116126488271779,2.65941734006568,0.853598863660567
"73",1,11,10,9,64.7402218310995,0.5,"Rough","Avg. Reward Condition",20,"3",9,110,3,"Short",0.116126488271779,2.65941734006568,0.853598863660567
"74",1,12,9,9,56.1300557046755,0.5,"Rough","Avg. Reward Condition",20,"3",9,109,3,"Short",0.116126488271779,2.65941734006568,0.853598863660567
"75",1,13,0,1,72.3819209739553,0.5,"Rough","Avg. Reward Condition",20,"3",9,12,3,"Short",0.116126488271779,2.65941734006568,0.853598863660567
"76",1,14,0,3,20.3156192085015,0.5,"Rough","Avg. Reward Condition",20,"3",9,34,3,"Short",0.116126488271779,2.65941734006568,0.853598863660567
"77",1,15,0,9,58.8852993976115,0.5,"Rough","Avg. Reward Condition",20,"3",9,100,3,"Short",0.116126488271779,2.65941734006568,0.853598863660567
"78",1,16,8,2,56.8753633027435,0.5,"Rough","Avg. Reward Condition",20,"3",9,31,3,"Short",0.116126488271779,2.65941734006568,0.853598863660567
"79",1,17,8,1,48.5054292480758,0.5,"Rough","Avg. Reward Condition",20,"3",9,20,3,"Short",0.116126488271779,2.65941734006568,0.853598863660567
"80",1,18,5,10,51.4501450041282,0.5,"Rough","Avg. Reward Condition",20,"3",9,116,3,"Short",0.116126488271779,2.65941734006568,0.853598863660567
"81",1,19,8,10,60.2945325402359,0.5,"Rough","Avg. Reward Condition",20,"3",9,119,3,"Short",0.116126488271779,2.65941734006568,0.853598863660567
"82",1,20,6,6,30.335879587278,0.5,"Rough","Avg. Reward Condition",20,"3",9,73,3,"Short",0.116126488271779,2.65941734006568,0.853598863660567
"83",1,21,5,5,60.2282366593648,0.5,"Rough","Avg. Reward Condition",20,"3",9,61,3,"Short",0.116126488271779,2.65941734006568,0.853598863660567
"84",1,1,0,3,33.2695809306562,-0.31,"Rough","Avg. Reward Condition",40,"4",4,34,4,"Long",0.106771608089534,0.823171783909887,0.495705561703978
"85",1,2,1,3,33.9598820273487,-0.26,"Rough","Avg. Reward Condition",40,"4",4,35,4,"Long",0.106771608089534,0.823171783909887,0.495705561703978
"86",1,3,2,3,28.2357872462132,-0.26,"Rough","Avg. Reward Condition",40,"4",4,36,4,"Long",0.106771608089534,0.823171783909887,0.495705561703978
"87",1,4,4,2,100,0.07,"Rough","Avg. Reward Condition",40,"4",4,27,4,"Long",0.106771608089534,0.823171783909887,0.495705561703978
"88",1,5,10,4,26.9255221357028,0.07,"Rough","Avg. Reward Condition",40,"4",4,55,4,"Long",0.106771608089534,0.823171783909887,0.495705561703978
"89",1,6,10,3,29.4064021858765,0.07,"Rough","Avg. Reward Condition",40,"4",4,44,4,"Long",0.106771608089534,0.823171783909887,0.495705561703978
"90",1,7,7,7,31.8600199928014,0.14,"Rough","Avg. Reward Condition",40,"4",4,85,4,"Long",0.106771608089534,0.823171783909887,0.495705561703978
"91",1,8,5,2,88.4170710697694,0.14,"Rough","Avg. Reward Condition",40,"4",4,28,4,"Long",0.106771608089534,0.823171783909887,0.495705561703978
"92",1,9,3,5,42.7959120158228,0.14,"Rough","Avg. Reward Condition",40,"4",4,59,4,"Long",0.106771608089534,0.823171783909887,0.495705561703978
"93",1,10,3,6,39.1502894638098,0.14,"Rough","Avg. Reward Condition",40,"4",4,70,4,"Long",0.106771608089534,0.823171783909887,0.495705561703978
"94",1,11,4,0,27.757926963594,0.14,"Rough","Avg. Reward Condition",40,"4",4,5,4,"Long",0.106771608089534,0.823171783909887,0.495705561703978
"95",1,12,9,6,37.8754043106106,0.14,"Rough","Avg. Reward Condition",40,"4",4,76,4,"Long",0.106771608089534,0.823171783909887,0.495705561703978
"96",1,13,1,4,31.2670409305907,0.14,"Rough","Avg. Reward Condition",40,"4",4,46,4,"Long",0.106771608089534,0.823171783909887,0.495705561703978
"97",1,14,10,9,53.8163100012315,0.14,"Rough","Avg. Reward Condition",40,"4",4,110,4,"Long",0.106771608089534,0.823171783909887,0.495705561703978
"98",1,15,3,0,32.6932648884738,0.16,"Rough","Avg. Reward Condition",40,"4",4,4,4,"Long",0.106771608089534,0.823171783909887,0.495705561703978
"99",1,16,8,5,68.1580149592583,0.16,"Rough","Avg. Reward Condition",40,"4",4,64,4,"Long",0.106771608089534,0.823171783909887,0.495705561703978
"100",1,17,8,4,73.0063845921063,0.16,"Rough","Avg. Reward Condition",40,"4",4,53,4,"Long",0.106771608089534,0.823171783909887,0.495705561703978
"101",1,18,7,6,33.7698034361065,0.16,"Rough","Avg. Reward Condition",40,"4",4,74,4,"Long",0.106771608089534,0.823171783909887,0.495705561703978
"102",1,19,5,7,68.7904053516684,0.16,"Rough","Avg. Reward Condition",40,"4",4,83,4,"Long",0.106771608089534,0.823171783909887,0.495705561703978
"103",1,20,10,2,51.2894760836585,0.16,"Rough","Avg. Reward Condition",40,"4",4,33,4,"Long",0.106771608089534,0.823171783909887,0.495705561703978
"104",1,21,3,10,56.7304025391651,0.16,"Rough","Avg. Reward Condition",40,"4",4,114,4,"Long",0.106771608089534,0.823171783909887,0.495705561703978
"105",1,22,6,2,47.7797456303013,0.16,"Rough","Avg. Reward Condition",40,"4",4,29,4,"Long",0.106771608089534,0.823171783909887,0.495705561703978
"106",1,23,4,4,49.5091600763757,0.16,"Rough","Avg. Reward Condition",40,"4",4,49,4,"Long",0.106771608089534,0.823171783909887,0.495705561703978
"107",1,24,8,9,44.028878775324,0.16,"Rough","Avg. Reward Condition",40,"4",4,108,4,"Long",0.106771608089534,0.823171783909887,0.495705561703978
"108",1,25,7,9,44.9040563122342,0.16,"Rough","Avg. Reward Condition",40,"4",4,107,4,"Long",0.106771608089534,0.823171783909887,0.495705561703978
"109",1,26,5,10,11.1782861371887,0.16,"Rough","Avg. Reward Condition",40,"4",4,116,4,"Long",0.106771608089534,0.823171783909887,0.495705561703978
"110",1,27,5,8,42.4332277403281,0.16,"Rough","Avg. Reward Condition",40,"4",4,94,4,"Long",0.106771608089534,0.823171783909887,0.495705561703978
"111",1,28,7,0,47.3215439823763,0.16,"Rough","Avg. Reward Condition",40,"4",4,8,4,"Long",0.106771608089534,0.823171783909887,0.495705561703978
"112",1,29,7,7,31.8600199928014,0.29,"Rough","Avg. Reward Condition",40,"4",4,85,4,"Long",0.106771608089534,0.823171783909887,0.495705561703978
"113",1,30,6,7,58.9424744854528,0.29,"Rough","Avg. Reward Condition",40,"4",4,84,4,"Long",0.106771608089534,0.823171783909887,0.495705561703978
"114",1,31,6,4,15.4794174054474,0.29,"Rough","Avg. Reward Condition",40,"4",4,51,4,"Long",0.106771608089534,0.823171783909887,0.495705561703978
"115",1,32,8,3,59.0490578971639,0.29,"Rough","Avg. Reward Condition",40,"4",4,42,4,"Long",0.106771608089534,0.823171783909887,0.495705561703978
"116",1,33,5,10,11.1782861371887,0.29,"Rough","Avg. Reward Condition",40,"4",4,116,4,"Long",0.106771608089534,0.823171783909887,0.495705561703978
"117",1,34,2,10,54.5646114683312,0.29,"Rough","Avg. Reward Condition",40,"4",4,113,4,"Long",0.106771608089534,0.823171783909887,0.495705561703978
"118",1,35,8,3,59.0490578971639,0.29,"Rough","Avg. Reward Condition",40,"4",4,42,4,"Long",0.106771608089534,0.823171783909887,0.495705561703978
"119",1,36,4,2,100,0.29,"Rough","Avg. Reward Condition",40,"4",4,27,4,"Long",0.106771608089534,0.823171783909887,0.495705561703978
"120",1,37,6,2,47.7797456303013,0.29,"Rough","Avg. Reward Condition",40,"4",4,29,4,"Long",0.106771608089534,0.823171783909887,0.495705561703978
"121",1,38,1,10,30.8155263252467,0.29,"Rough","Avg. Reward Condition",40,"4",4,112,4,"Long",0.106771608089534,0.823171783909887,0.495705561703978
"122",1,39,1,8,27.6316672751783,0.29,"Rough","Avg. Reward Condition",40,"4",4,90,4,"Long",0.106771608089534,0.823171783909887,0.495705561703978
"123",1,40,1,7,1.24285436035292,0.29,"Rough","Avg. Reward Condition",40,"4",4,79,4,"Long",0.106771608089534,0.823171783909887,0.495705561703978
"124",1,41,4,2,100,0.29,"Rough","Avg. Reward Condition",40,"4",4,27,4,"Long",0.106771608089534,0.823171783909887,0.495705561703978
"125",1,1,7,3,55.8044866187351,0.11,"Rough","Avg. Reward Condition",20,"5",11,41,5,"Short",0.130460008538863,0.840083474879266,0.56127349916623
"126",1,2,0,0,47.9642355475916,0.17,"Rough","Avg. Reward Condition",20,"5",11,1,5,"Short",0.130460008538863,0.840083474879266,0.56127349916623
"127",1,3,0,1,42.1655197788006,0.17,"Rough","Avg. Reward Condition",20,"5",11,12,5,"Short",0.130460008538863,0.840083474879266,0.56127349916623
"128",1,4,8,1,46.3164104609932,0.17,"Rough","Avg. Reward Condition",20,"5",11,20,5,"Short",0.130460008538863,0.840083474879266,0.56127349916623
"129",1,5,6,4,60.614772799294,0.17,"Rough","Avg. Reward Condition",20,"5",11,51,5,"Short",0.130460008538863,0.840083474879266,0.56127349916623
"130",1,6,6,5,71.4465704662512,0.17,"Rough","Avg. Reward Condition",20,"5",11,62,5,"Short",0.130460008538863,0.840083474879266,0.56127349916623
"131",1,7,6,5,71.4465704662512,0.17,"Rough","Avg. Reward Condition",20,"5",11,62,5,"Short",0.130460008538863,0.840083474879266,0.56127349916623
"132",1,8,8,5,25.4104652088754,0.17,"Rough","Avg. Reward Condition",20,"5",11,64,5,"Short",0.130460008538863,0.840083474879266,0.56127349916623
"133",1,9,0,9,39.2599045989107,0.17,"Rough","Avg. Reward Condition",20,"5",11,100,5,"Short",0.130460008538863,0.840083474879266,0.56127349916623
"134",1,10,10,5,24.0277528362219,0.17,"Rough","Avg. Reward Condition",20,"5",11,66,5,"Short",0.130460008538863,0.840083474879266,0.56127349916623
"135",1,11,9,2,22.5222349190201,0.17,"Rough","Avg. Reward Condition",20,"5",11,32,5,"Short",0.130460008538863,0.840083474879266,0.56127349916623
"136",1,12,8,2,27.9169058810438,0.18,"Rough","Avg. Reward Condition",20,"5",11,31,5,"Short",0.130460008538863,0.840083474879266,0.56127349916623
"137",1,13,6,2,47.8721615024449,0.18,"Rough","Avg. Reward Condition",20,"5",11,29,5,"Short",0.130460008538863,0.840083474879266,0.56127349916623
"138",1,14,2,5,2.60066814407864,0.18,"Rough","Avg. Reward Condition",20,"5",11,58,5,"Short",0.130460008538863,0.840083474879266,0.56127349916623
"139",1,15,4,5,18.9411739420766,0.37,"Rough","Avg. Reward Condition",20,"5",11,60,5,"Short",0.130460008538863,0.840083474879266,0.56127349916623
"140",1,16,9,4,34.9976006588863,0.38,"Rough","Avg. Reward Condition",20,"5",11,54,5,"Short",0.130460008538863,0.840083474879266,0.56127349916623
"141",1,17,9,3,44.6212995024142,0.5,"Rough","Avg. Reward Condition",20,"5",11,43,5,"Short",0.130460008538863,0.840083474879266,0.56127349916623
"142",1,18,9,3,44.6212995024142,0.5,"Rough","Avg. Reward Condition",20,"5",11,43,5,"Short",0.130460008538863,0.840083474879266,0.56127349916623
"143",1,19,6,10,64.4156192445451,0.5,"Rough","Avg. Reward Condition",20,"5",11,117,5,"Short",0.130460008538863,0.840083474879266,0.56127349916623
"144",1,20,5,9,67.3684283417963,0.5,"Rough","Avg. Reward Condition",20,"5",11,105,5,"Short",0.130460008538863,0.840083474879266,0.56127349916623
"145",1,21,5,7,51.7565921683248,0.5,"Rough","Avg. Reward Condition",20,"5",11,83,5,"Short",0.130460008538863,0.840083474879266,0.56127349916623
"146",1,1,3,0,41.1602043670531,0.24,"Rough","Avg. Reward Condition",40,"6",19,4,6,"Long",0.0999890101971186,0.78267677971127,0.504666701904082
"147",1,2,1,1,44.7148827500089,0.24,"Rough","Avg. Reward Condition",40,"6",19,13,6,"Long",0.0999890101971186,0.78267677971127,0.504666701904082
"148",1,3,1,0,30.9199294769584,0.24,"Rough","Avg. Reward Condition",40,"6",19,2,6,"Long",0.0999890101971186,0.78267677971127,0.504666701904082
"149",1,4,3,7,48.0160668403537,0.29,"Rough","Avg. Reward Condition",40,"6",19,81,6,"Long",0.0999890101971186,0.78267677971127,0.504666701904082
"150",1,5,5,7,44.1405788952292,0.29,"Rough","Avg. Reward Condition",40,"6",19,83,6,"Long",0.0999890101971186,0.78267677971127,0.504666701904082
"151",1,6,9,4,63.2727485984867,0.29,"Rough","Avg. Reward Condition",40,"6",19,54,6,"Long",0.0999890101971186,0.78267677971127,0.504666701904082
"152",1,7,8,6,77.0215365379863,0.29,"Rough","Avg. Reward Condition",40,"6",19,75,6,"Long",0.0999890101971186,0.78267677971127,0.504666701904082
"153",1,8,7,5,82.9053550398923,0.29,"Rough","Avg. Reward Condition",40,"6",19,63,6,"Long",0.0999890101971186,0.78267677971127,0.504666701904082
"154",1,9,8,5,62.1217741531308,0.29,"Rough","Avg. Reward Condition",40,"6",19,64,6,"Long",0.0999890101971186,0.78267677971127,0.504666701904082
"155",1,10,9,6,35.4789284248096,0.29,"Rough","Avg. Reward Condition",40,"6",19,76,6,"Long",0.0999890101971186,0.78267677971127,0.504666701904082
"156",1,11,7,6,100,0.29,"Rough","Avg. Reward Condition",40,"6",19,74,6,"Long",0.0999890101971186,0.78267677971127,0.504666701904082
"157",1,12,7,6,100,0.29,"Rough","Avg. Reward Condition",40,"6",19,74,6,"Long",0.0999890101971186,0.78267677971127,0.504666701904082
"158",1,13,7,6,100,0.29,"Rough","Avg. Reward Condition",40,"6",19,74,6,"Long",0.0999890101971186,0.78267677971127,0.504666701904082
"159",1,14,6,6,73.1570356560972,0.29,"Rough","Avg. Reward Condition",40,"6",19,73,6,"Long",0.0999890101971186,0.78267677971127,0.504666701904082
"160",1,15,6,6,73.1570356560972,0.29,"Rough","Avg. Reward Condition",40,"6",19,73,6,"Long",0.0999890101971186,0.78267677971127,0.504666701904082
"161",1,16,6,5,64.8120312113293,0.29,"Rough","Avg. Reward Condition",40,"6",19,62,6,"Long",0.0999890101971186,0.78267677971127,0.504666701904082
"162",1,17,5,5,69.1135856267553,0.29,"Rough","Avg. Reward Condition",40,"6",19,61,6,"Long",0.0999890101971186,0.78267677971127,0.504666701904082
"163",1,18,2,1,73.5415165064452,0.29,"Rough","Avg. Reward Condition",40,"6",19,14,6,"Long",0.0999890101971186,0.78267677971127,0.504666701904082
"164",1,19,2,2,85.7983244921108,0.29,"Rough","Avg. Reward Condition",40,"6",19,25,6,"Long",0.0999890101971186,0.78267677971127,0.504666701904082
"165",1,20,1,2,57.7851669507592,0.29,"Rough","Avg. Reward Condition",40,"6",19,24,6,"Long",0.0999890101971186,0.78267677971127,0.504666701904082
"166",1,21,1,5,0,0.29,"Rough","Avg. Reward Condition",40,"6",19,57,6,"Long",0.0999890101971186,0.78267677971127,0.504666701904082
"167",1,22,2,5,21.5023436912401,0.29,"Rough","Avg. Reward Condition",40,"6",19,58,6,"Long",0.0999890101971186,0.78267677971127,0.504666701904082
"168",1,23,2,9,37.1930665923262,0.29,"Rough","Avg. Reward Condition",40,"6",19,102,6,"Long",0.0999890101971186,0.78267677971127,0.504666701904082
"169",1,24,0,10,60.8079360936337,0.29,"Rough","Avg. Reward Condition",40,"6",19,111,6,"Long",0.0999890101971186,0.78267677971127,0.504666701904082
"170",1,25,0,9,66.1261892289375,0.29,"Rough","Avg. Reward Condition",40,"6",19,100,6,"Long",0.0999890101971186,0.78267677971127,0.504666701904082
"171",1,26,0,8,57.2031215387433,0.44,"Rough","Avg. Reward Condition",40,"6",19,89,6,"Long",0.0999890101971186,0.78267677971127,0.504666701904082
"172",1,27,3,6,52.211813623065,0.44,"Rough","Avg. Reward Condition",40,"6",19,70,6,"Long",0.0999890101971186,0.78267677971127,0.504666701904082
"173",1,28,0,9,66.1261892289375,0.44,"Rough","Avg. Reward Condition",40,"6",19,100,6,"Long",0.0999890101971186,0.78267677971127,0.504666701904082
"174",1,29,9,3,70.6956959323297,0.44,"Rough","Avg. Reward Condition",40,"6",19,43,6,"Long",0.0999890101971186,0.78267677971127,0.504666701904082
"175",1,30,8,3,65.6372493724856,0.44,"Rough","Avg. Reward Condition",40,"6",19,42,6,"Long",0.0999890101971186,0.78267677971127,0.504666701904082
"176",1,31,0,4,43.1655586548984,0.44,"Rough","Avg. Reward Condition",40,"6",19,45,6,"Long",0.0999890101971186,0.78267677971127,0.504666701904082
"177",1,32,0,3,39.9926393261546,0.44,"Rough","Avg. Reward Condition",40,"6",19,34,6,"Long",0.0999890101971186,0.78267677971127,0.504666701904082
"178",1,33,1,3,45.9782806867717,0.44,"Rough","Avg. Reward Condition",40,"6",19,35,6,"Long",0.0999890101971186,0.78267677971127,0.504666701904082
