"","id","trial","x","y","z","zmax","scenario","horizon","round","env","delta_x","chosen","overall","Horizon","tau","lambda","kError","beta"
"45",1,24,6,6,35.81,0.4,"Avg. Reward Condition",40,"2",10,0,73,2,"Long",0.0067379475706621,NA,8.02620427189288,0.0067380303243825
"46",1,25,6,0,100,0.4,"Avg. Reward Condition",40,"2",10,0,7,2,"Long",0.0067379475706621,NA,8.02620427189288,0.0067380303243825
"47",1,26,6,6,35.81,0.4,"Avg. Reward Condition",40,"2",10,0,73,2,"Long",0.0067379475706621,NA,8.02620427189288,0.0067380303243825
"48",1,27,6,6,35.81,0.4,"Avg. Reward Condition",40,"2",10,0,73,2,"Long",0.0067379475706621,NA,8.02620427189288,0.0067380303243825
"49",1,28,6,0,100,0.4,"Avg. Reward Condition",40,"2",10,0,7,2,"Long",0.0067379475706621,NA,8.02620427189288,0.0067380303243825
"50",1,29,6,6,35.81,0.4,"Avg. Reward Condition",40,"2",10,0,73,2,"Long",0.0067379475706621,NA,8.02620427189288,0.0067380303243825
"51",1,30,6,6,35.81,0.4,"Avg. Reward Condition",40,"2",10,0,73,2,"Long",0.0067379475706621,NA,8.02620427189288,0.0067380303243825
"52",1,31,6,6,35.81,0.4,"Avg. Reward Condition",40,"2",10,0,73,2,"Long",0.0067379475706621,NA,8.02620427189288,0.0067380303243825
"53",1,32,6,6,35.81,0.4,"Avg. Reward Condition",40,"2",10,0,73,2,"Long",0.0067379475706621,NA,8.02620427189288,0.0067380303243825
"54",1,33,6,0,100,0.4,"Avg. Reward Condition",40,"2",10,0,7,2,"Long",0.0067379475706621,NA,8.02620427189288,0.0067380303243825
"55",1,34,6,6,35.81,0.4,"Avg. Reward Condition",40,"2",10,0,73,2,"Long",0.0067379475706621,NA,8.02620427189288,0.0067380303243825
"56",1,35,5,0,68.24,0.4,"Avg. Reward Condition",40,"2",10,0,6,2,"Long",0.0067379475706621,NA,8.02620427189288,0.0067380303243825
"57",1,36,4,4,47.97,0.4,"Avg. Reward Condition",40,"2",10,0,49,2,"Long",0.0067379475706621,NA,8.02620427189288,0.0067380303243825
"58",1,37,6,6,35.81,0.4,"Avg. Reward Condition",40,"2",10,0,73,2,"Long",0.0067379475706621,NA,8.02620427189288,0.0067380303243825
"59",1,38,6,0,100,0.4,"Avg. Reward Condition",40,"2",10,0,7,2,"Long",0.0067379475706621,NA,8.02620427189288,0.0067380303243825
"60",1,39,6,6,35.81,0.4,"Avg. Reward Condition",40,"2",10,0,73,2,"Long",0.0067379475706621,NA,8.02620427189288,0.0067380303243825
"61",1,40,6,6,35.81,0.4,"Avg. Reward Condition",40,"2",10,0,73,2,"Long",0.0067379475706621,NA,8.02620427189288,0.0067380303243825
"62",1,41,10,9,72.97,0.4,"Avg. Reward Condition",40,"2",10,0,110,2,"Long",0.0067379475706621,NA,8.02620427189288,0.0067380303243825
"63",1,1,7,6,53.85,0.23,"Avg. Reward Condition",20,"3",11,NA,74,3,"Short",0.00673812594357018,NA,4.82404155302655,0.175068173300181
"64",1,2,1,10,64.1,0.23,"Avg. Reward Condition",20,"3",11,1,112,3,"Short",0.00673812594357018,NA,4.82404155302655,0.175068173300181
"65",1,3,5,10,53.85,0.34,"Avg. Reward Condition",20,"3",11,2,116,3,"Short",0.00673812594357018,NA,4.82404155302655,0.175068173300181
"66",1,4,8,5,92.31,0.34,"Avg. Reward Condition",20,"3",11,1,64,3,"Short",0.00673812594357018,NA,4.82404155302655,0.175068173300181
"67",1,5,3,7,53.85,0.34,"Avg. Reward Condition",20,"3",11,2,81,3,"Short",0.00673812594357018,NA,4.82404155302655,0.175068173300181
"68",1,6,5,0,23.08,0.36,"Avg. Reward Condition",20,"3",11,1,6,3,"Short",0.00673812594357018,NA,4.82404155302655,0.175068173300181
"69",1,7,0,7,28.21,0.36,"Avg. Reward Condition",20,"3",11,0,78,3,"Short",0.00673812594357018,NA,4.82404155302655,0.175068173300181
"70",1,8,4,1,46.15,0.36,"Avg. Reward Condition",20,"3",11,0,16,3,"Short",0.00673812594357018,NA,4.82404155302655,0.175068173300181
"71",1,9,0,3,43.59,0.36,"Avg. Reward Condition",20,"3",11,0,34,3,"Short",0.00673812594357018,NA,4.82404155302655,0.175068173300181
"72",1,10,6,9,43.59,0.36,"Avg. Reward Condition",20,"3",11,0,106,3,"Short",0.00673812594357018,NA,4.82404155302655,0.175068173300181
"73",1,11,2,1,38.46,0.36,"Avg. Reward Condition",20,"3",11,0,14,3,"Short",0.00673812594357018,NA,4.82404155302655,0.175068173300181
"74",1,12,0,6,87.18,0.36,"Avg. Reward Condition",20,"3",11,0,67,3,"Short",0.00673812594357018,NA,4.82404155302655,0.175068173300181
"75",1,13,6,5,61.54,0.36,"Avg. Reward Condition",20,"3",11,0,62,3,"Short",0.00673812594357018,NA,4.82404155302655,0.175068173300181
"76",1,14,3,1,43.59,0.36,"Avg. Reward Condition",20,"3",11,0,15,3,"Short",0.00673812594357018,NA,4.82404155302655,0.175068173300181
"77",1,15,6,3,10.26,0.36,"Avg. Reward Condition",20,"3",11,0,40,3,"Short",0.00673812594357018,NA,4.82404155302655,0.175068173300181
"78",1,16,8,4,82.05,0.36,"Avg. Reward Condition",20,"3",11,0,53,3,"Short",0.00673812594357018,NA,4.82404155302655,0.175068173300181
"79",1,17,5,0,23.08,0.36,"Avg. Reward Condition",20,"3",11,0,6,3,"Short",0.00673812594357018,NA,4.82404155302655,0.175068173300181
"80",1,18,6,10,48.72,0.36,"Avg. Reward Condition",20,"3",11,0,117,3,"Short",0.00673812594357018,NA,4.82404155302655,0.175068173300181
"81",1,19,2,10,64.1,0.36,"Avg. Reward Condition",20,"3",11,0,113,3,"Short",0.00673812594357018,NA,4.82404155302655,0.175068173300181
"82",1,20,10,2,38.46,0.36,"Avg. Reward Condition",20,"3",11,0,33,3,"Short",0.00673812594357018,NA,4.82404155302655,0.175068173300181
"83",1,21,5,9,7.69,0.36,"Avg. Reward Condition",20,"3",11,0,105,3,"Short",0.00673812594357018,NA,4.82404155302655,0.175068173300181
"84",1,1,2,0,100,-0.15,"Avg. Reward Condition",40,"4",5,NA,3,4,"Long",0.00673794709400764,NA,7.07421851621178,0.00680566138628496
"85",1,2,2,0,100,0.1,"Avg. Reward Condition",40,"4",5,11,3,4,"Long",0.00673794709400764,NA,7.07421851621178,0.00680566138628496
"86",1,3,3,2,64,0.1,"Avg. Reward Condition",40,"4",5,20,26,4,"Long",0.00673794709400764,NA,7.07421851621178,0.00680566138628496
"87",1,4,2,2,76,0.31,"Avg. Reward Condition",40,"4",5,5,25,4,"Long",0.00673794709400764,NA,7.07421851621178,0.00680566138628496
"88",1,5,2,2,76,0.31,"Avg. Reward Condition",40,"4",5,5,25,4,"Long",0.00673794709400764,NA,7.07421851621178,0.00680566138628496
"89",1,6,2,2,76,0.33,"Avg. Reward Condition",40,"4",5,15,25,4,"Long",0.00673794709400764,NA,7.07421851621178,0.00680566138628496
"90",1,7,2,2,76,0.33,"Avg. Reward Condition",40,"4",5,1,25,4,"Long",0.00673794709400764,NA,7.07421851621178,0.00680566138628496
"91",1,8,2,2,76,0.33,"Avg. Reward Condition",40,"4",5,2,25,4,"Long",0.00673794709400764,NA,7.07421851621178,0.00680566138628496
"92",1,9,2,2,76,0.33,"Avg. Reward Condition",40,"4",5,10,25,4,"Long",0.00673794709400764,NA,7.07421851621178,0.00680566138628496
"93",1,10,2,2,76,0.33,"Avg. Reward Condition",40,"4",5,2,25,4,"Long",0.00673794709400764,NA,7.07421851621178,0.00680566138628496
"94",1,11,2,2,76,0.33,"Avg. Reward Condition",40,"4",5,2,25,4,"Long",0.00673794709400764,NA,7.07421851621178,0.00680566138628496
"95",1,12,2,2,76,0.33,"Avg. Reward Condition",40,"4",5,5,25,4,"Long",0.00673794709400764,NA,7.07421851621178,0.00680566138628496
"96",1,13,2,2,76,0.33,"Avg. Reward Condition",40,"4",5,2,25,4,"Long",0.00673794709400764,NA,7.07421851621178,0.00680566138628496
"97",1,14,2,2,76,0.33,"Avg. Reward Condition",40,"4",5,7,25,4,"Long",0.00673794709400764,NA,7.07421851621178,0.00680566138628496
"98",1,15,2,2,76,0.42,"Avg. Reward Condition",40,"4",5,6,25,4,"Long",0.00673794709400764,NA,7.07421851621178,0.00680566138628496
"99",1,16,2,2,76,0.42,"Avg. Reward Condition",40,"4",5,1,25,4,"Long",0.00673794709400764,NA,7.07421851621178,0.00680566138628496
"100",1,17,2,2,76,0.43,"Avg. Reward Condition",40,"4",5,1,25,4,"Long",0.00673794709400764,NA,7.07421851621178,0.00680566138628496
"101",1,18,2,2,76,0.43,"Avg. Reward Condition",40,"4",5,0,25,4,"Long",0.00673794709400764,NA,7.07421851621178,0.00680566138628496
"102",1,19,2,2,76,0.43,"Avg. Reward Condition",40,"4",5,0,25,4,"Long",0.00673794709400764,NA,7.07421851621178,0.00680566138628496
"103",1,20,2,2,76,0.43,"Avg. Reward Condition",40,"4",5,0,25,4,"Long",0.00673794709400764,NA,7.07421851621178,0.00680566138628496
"104",1,21,2,2,76,0.43,"Avg. Reward Condition",40,"4",5,0,25,4,"Long",0.00673794709400764,NA,7.07421851621178,0.00680566138628496
"105",1,22,2,2,76,0.43,"Avg. Reward Condition",40,"4",5,0,25,4,"Long",0.00673794709400764,NA,7.07421851621178,0.00680566138628496
"106",1,23,2,2,76,0.43,"Avg. Reward Condition",40,"4",5,0,25,4,"Long",0.00673794709400764,NA,7.07421851621178,0.00680566138628496
"107",1,24,2,2,76,0.43,"Avg. Reward Condition",40,"4",5,0,25,4,"Long",0.00673794709400764,NA,7.07421851621178,0.00680566138628496
"108",1,25,2,2,76,0.43,"Avg. Reward Condition",40,"4",5,0,25,4,"Long",0.00673794709400764,NA,7.07421851621178,0.00680566138628496
"109",1,26,2,2,76,0.43,"Avg. Reward Condition",40,"4",5,0,25,4,"Long",0.00673794709400764,NA,7.07421851621178,0.00680566138628496
"110",1,27,2,2,76,0.43,"Avg. Reward Condition",40,"4",5,0,25,4,"Long",0.00673794709400764,NA,7.07421851621178,0.00680566138628496
"111",1,28,2,2,76,0.43,"Avg. Reward Condition",40,"4",5,0,25,4,"Long",0.00673794709400764,NA,7.07421851621178,0.00680566138628496
"112",1,29,2,2,76,0.43,"Avg. Reward Condition",40,"4",5,0,25,4,"Long",0.00673794709400764,NA,7.07421851621178,0.00680566138628496
"113",1,30,2,2,76,0.43,"Avg. Reward Condition",40,"4",5,0,25,4,"Long",0.00673794709400764,NA,7.07421851621178,0.00680566138628496
"114",1,31,2,2,76,0.43,"Avg. Reward Condition",40,"4",5,0,25,4,"Long",0.00673794709400764,NA,7.07421851621178,0.00680566138628496
"115",1,32,2,2,76,0.43,"Avg. Reward Condition",40,"4",5,0,25,4,"Long",0.00673794709400764,NA,7.07421851621178,0.00680566138628496
"116",1,33,2,2,76,0.43,"Avg. Reward Condition",40,"4",5,0,25,4,"Long",0.00673794709400764,NA,7.07421851621178,0.00680566138628496
"117",1,34,2,2,76,0.43,"Avg. Reward Condition",40,"4",5,0,25,4,"Long",0.00673794709400764,NA,7.07421851621178,0.00680566138628496
"118",1,35,2,2,76,0.43,"Avg. Reward Condition",40,"4",5,0,25,4,"Long",0.00673794709400764,NA,7.07421851621178,0.00680566138628496
"119",1,36,2,2,76,0.43,"Avg. Reward Condition",40,"4",5,0,25,4,"Long",0.00673794709400764,NA,7.07421851621178,0.00680566138628496
"120",1,37,2,2,76,0.43,"Avg. Reward Condition",40,"4",5,0,25,4,"Long",0.00673794709400764,NA,7.07421851621178,0.00680566138628496
"121",1,38,2,2,76,0.43,"Avg. Reward Condition",40,"4",5,0,25,4,"Long",0.00673794709400764,NA,7.07421851621178,0.00680566138628496
"122",1,39,2,2,76,0.43,"Avg. Reward Condition",40,"4",5,0,25,4,"Long",0.00673794709400764,NA,7.07421851621178,0.00680566138628496
"123",1,40,2,2,76,0.44,"Avg. Reward Condition",40,"4",5,0,25,4,"Long",0.00673794709400764,NA,7.07421851621178,0.00680566138628496
"124",1,41,2,2,76,0.44,"Avg. Reward Condition",40,"4",5,0,25,4,"Long",0.00673794709400764,NA,7.07421851621178,0.00680566138628496
"125",1,1,6,7,60.63,-0.42,"Avg. Reward Condition",20,"5",0,NA,84,5,"Short",0.00673942462497966,NA,5.15857311543141,0.162907921413691
"126",1,2,3,7,58.62,-0.38,"Avg. Reward Condition",20,"5",0,11,81,5,"Short",0.00673942462497966,NA,5.15857311543141,0.162907921413691
"127",1,3,8,6,23.85,-0.11,"Avg. Reward Condition",20,"5",0,20,75,5,"Short",0.00673942462497966,NA,5.15857311543141,0.162907921413691
"128",1,4,7,4,62.64,-0.11,"Avg. Reward Condition",20,"5",0,5,52,5,"Short",0.00673942462497966,NA,5.15857311543141,0.162907921413691
"129",1,5,0,0,38.79,-0.06,"Avg. Reward Condition",20,"5",0,5,1,5,"Short",0.00673942462497966,NA,5.15857311543141,0.162907921413691
"130",1,6,9,6,7.47,-0.06,"Avg. Reward Condition",20,"5",0,14,76,5,"Short",0.00673942462497966,NA,5.15857311543141,0.162907921413691
"131",1,7,3,4,66.95,-0.06,"Avg. Reward Condition",20,"5",0,6,48,5,"Short",0.00673942462497966,NA,5.15857311543141,0.162907921413691
"132",1,8,1,10,27.3,-0.06,"Avg. Reward Condition",20,"5",0,5,112,5,"Short",0.00673942462497966,NA,5.15857311543141,0.162907921413691
"133",1,9,5,2,61.78,-0.06,"Avg. Reward Condition",20,"5",0,10,28,5,"Short",0.00673942462497966,NA,5.15857311543141,0.162907921413691
"134",1,10,0,10,40.52,0.39,"Avg. Reward Condition",20,"5",0,6,111,5,"Short",0.00673942462497966,NA,5.15857311543141,0.162907921413691
"135",1,11,7,2,2.87,0.39,"Avg. Reward Condition",20,"5",0,0,30,5,"Short",0.00673942462497966,NA,5.15857311543141,0.162907921413691
"136",1,12,3,4,66.95,0.4,"Avg. Reward Condition",20,"5",0,0,48,5,"Short",0.00673942462497966,NA,5.15857311543141,0.162907921413691
"137",1,13,5,9,31.61,0.4,"Avg. Reward Condition",20,"5",0,0,105,5,"Short",0.00673942462497966,NA,5.15857311543141,0.162907921413691
"138",1,14,8,6,23.85,0.4,"Avg. Reward Condition",20,"5",0,0,75,5,"Short",0.00673942462497966,NA,5.15857311543141,0.162907921413691
"139",1,15,4,0,36.49,0.4,"Avg. Reward Condition",20,"5",0,0,5,5,"Short",0.00673942462497966,NA,5.15857311543141,0.162907921413691
"140",1,16,4,2,22.7,0.4,"Avg. Reward Condition",20,"5",0,0,27,5,"Short",0.00673942462497966,NA,5.15857311543141,0.162907921413691
"141",1,17,4,10,52.01,0.4,"Avg. Reward Condition",20,"5",0,0,115,5,"Short",0.00673942462497966,NA,5.15857311543141,0.162907921413691
"142",1,18,9,7,90.8,0.4,"Avg. Reward Condition",20,"5",0,0,87,5,"Short",0.00673942462497966,NA,5.15857311543141,0.162907921413691
"143",1,19,3,2,40.23,0.4,"Avg. Reward Condition",20,"5",0,0,26,5,"Short",0.00673942462497966,NA,5.15857311543141,0.162907921413691
"144",1,20,9,6,7.47,0.4,"Avg. Reward Condition",20,"5",0,0,76,5,"Short",0.00673942462497966,NA,5.15857311543141,0.162907921413691
"145",1,21,5,8,64.08,0.4,"Avg. Reward Condition",20,"5",0,0,94,5,"Short",0.00673942462497966,NA,5.15857311543141,0.162907921413691
"146",1,1,5,9,29.13,0.1,"Avg. Reward Condition",40,"6",12,NA,105,6,"Long",0.00673794830007387,NA,5.2612169778974,0.188494031263629
"147",1,2,9,0,37.38,0.1,"Avg. Reward Condition",40,"6",12,9,10,6,"Long",0.00673794830007387,NA,5.2612169778974,0.188494031263629
"148",1,3,0,3,47.57,0.1,"Avg. Reward Condition",40,"6",12,12,34,6,"Long",0.00673794830007387,NA,5.2612169778974,0.188494031263629
"149",1,4,3,7,51.46,0.1,"Avg. Reward Condition",40,"6",12,6,81,6,"Long",0.00673794830007387,NA,5.2612169778974,0.188494031263629
"150",1,5,4,2,32.04,0.1,"Avg. Reward Condition",40,"6",12,9,27,6,"Long",0.00673794830007387,NA,5.2612169778974,0.188494031263629
"151",1,6,5,7,43.69,0.1,"Avg. Reward Condition",40,"6",12,5,83,6,"Long",0.00673794830007387,NA,5.2612169778974,0.188494031263629
"152",1,7,8,9,35.92,0.1,"Avg. Reward Condition",40,"6",12,10,108,6,"Long",0.00673794830007387,NA,5.2612169778974,0.188494031263629
"153",1,8,7,4,36.89,0.1,"Avg. Reward Condition",40,"6",12,10,52,6,"Long",0.00673794830007387,NA,5.2612169778974,0.188494031263629
"154",1,9,10,1,50.49,0.1,"Avg. Reward Condition",40,"6",12,7,22,6,"Long",0.00673794830007387,NA,5.2612169778974,0.188494031263629
"155",1,10,8,1,45.63,0.1,"Avg. Reward Condition",40,"6",12,14,20,6,"Long",0.00673794830007387,NA,5.2612169778974,0.188494031263629
"156",1,11,7,9,46.6,0.1,"Avg. Reward Condition",40,"6",12,7,107,6,"Long",0.00673794830007387,NA,5.2612169778974,0.188494031263629
"157",1,12,8,8,39.81,0.1,"Avg. Reward Condition",40,"6",12,5,97,6,"Long",0.00673794830007387,NA,5.2612169778974,0.188494031263629
"158",1,13,1,2,8.74,0.1,"Avg. Reward Condition",40,"6",12,1,24,6,"Long",0.00673794830007387,NA,5.2612169778974,0.188494031263629
"159",1,14,8,6,40.29,0.1,"Avg. Reward Condition",40,"6",12,6,75,6,"Long",0.00673794830007387,NA,5.2612169778974,0.188494031263629
"160",1,15,8,4,33.01,0.1,"Avg. Reward Condition",40,"6",12,2,53,6,"Long",0.00673794830007387,NA,5.2612169778974,0.188494031263629
"161",1,16,5,3,61.65,0.1,"Avg. Reward Condition",40,"6",12,1,39,6,"Long",0.00673794830007387,NA,5.2612169778974,0.188494031263629
"162",1,17,4,1,59.22,0.1,"Avg. Reward Condition",40,"6",12,2,16,6,"Long",0.00673794830007387,NA,5.2612169778974,0.188494031263629
"163",1,18,3,1,63.11,0.1,"Avg. Reward Condition",40,"6",12,1,15,6,"Long",0.00673794830007387,NA,5.2612169778974,0.188494031263629
"164",1,19,6,8,60.19,0.1,"Avg. Reward Condition",40,"6",12,4,95,6,"Long",0.00673794830007387,NA,5.2612169778974,0.188494031263629
"165",1,20,9,6,27.18,0.13,"Avg. Reward Condition",40,"6",12,1,76,6,"Long",0.00673794830007387,NA,5.2612169778974,0.188494031263629
"166",1,21,7,2,39.81,0.14,"Avg. Reward Condition",40,"6",12,0,30,6,"Long",0.00673794830007387,NA,5.2612169778974,0.188494031263629
"167",1,22,5,0,0.97,0.14,"Avg. Reward Condition",40,"6",12,0,6,6,"Long",0.00673794830007387,NA,5.2612169778974,0.188494031263629
"168",1,23,9,10,56.31,0.14,"Avg. Reward Condition",40,"6",12,0,120,6,"Long",0.00673794830007387,NA,5.2612169778974,0.188494031263629
"169",1,24,9,3,25.24,0.14,"Avg. Reward Condition",40,"6",12,0,43,6,"Long",0.00673794830007387,NA,5.2612169778974,0.188494031263629
"170",1,25,3,10,53.4,0.15,"Avg. Reward Condition",40,"6",12,0,114,6,"Long",0.00673794830007387,NA,5.2612169778974,0.188494031263629
"171",1,26,3,3,24.27,0.15,"Avg. Reward Condition",40,"6",12,0,37,6,"Long",0.00673794830007387,NA,5.2612169778974,0.188494031263629
"172",1,27,9,8,44.66,0.15,"Avg. Reward Condition",40,"6",12,0,98,6,"Long",0.00673794830007387,NA,5.2612169778974,0.188494031263629
"173",1,28,5,6,40.29,0.15,"Avg. Reward Condition",40,"6",12,0,72,6,"Long",0.00673794830007387,NA,5.2612169778974,0.188494031263629
"174",1,29,6,3,54.37,0.15,"Avg. Reward Condition",40,"6",12,0,40,6,"Long",0.00673794830007387,NA,5.2612169778974,0.188494031263629
"175",1,30,1,0,23.3,0.15,"Avg. Reward Condition",40,"6",12,0,2,6,"Long",0.00673794830007387,NA,5.2612169778974,0.188494031263629
"176",1,31,8,8,39.81,0.15,"Avg. Reward Condition",40,"6",12,0,97,6,"Long",0.00673794830007387,NA,5.2612169778974,0.188494031263629
"177",1,32,8,1,45.63,0.15,"Avg. Reward Condition",40,"6",12,0,20,6,"Long",0.00673794830007387,NA,5.2612169778974,0.188494031263629
"178",1,33,10,3,32.04,0.15,"Avg. Reward Condition",40,"6",12,0,44,6,"Long",0.00673794830007387,NA,5.2612169778974,0.188494031263629
"179",1,34,10,9,54.37,0.15,"Avg. Reward Condition",40,"6",12,0,110,6,"Long",0.00673794830007387,NA,5.2612169778974,0.188494031263629
"180",1,35,1,6,39.32,0.15,"Avg. Reward Condition",40,"6",12,0,68,6,"Long",0.00673794830007387,NA,5.2612169778974,0.188494031263629
"181",1,36,1,9,40.78,0.15,"Avg. Reward Condition",40,"6",12,0,101,6,"Long",0.00673794830007387,NA,5.2612169778974,0.188494031263629
"182",1,37,10,6,30.1,0.15,"Avg. Reward Condition",40,"6",12,0,77,6,"Long",0.00673794830007387,NA,5.2612169778974,0.188494031263629
